UF;Municipio; Populacao 
CE;Apuiarés;14.742
CE;Aquiraz;81.581
CE;Aracati;75.392
CE;Aracoiaba;26.600
CE;Ararendá;10.983
CE;Araripe;21.707
CE;Aratuba;11.759
CE;Arneiroz;7.848
CE;Assaré;23.537
CE;Aurora;24.567
CE;Baixio;6.318
CE;Banabuiú;18.313
CE;Barbalha;61.662
CE;Barreira;22.715
CE;Barro;22.834
CE;Barroquinha;15.069
CE;Baturité;36.127
CE;Beberibe;54.315
CE;Bela Cruz;32.851
CE;Boa Viagem;54.680
CE;Brejo Santo;50.195
CE;Camocim;64.147
CE;Campos Sales;27.513
CE;Canindé;77.484
CE;Capistrano;17.830
CE;Caridade;23.011
CE;Cariré;18.470
CE;Caririaçu;27.008
CE;Cariús;18.700
CE;Carnaubal;17.763
CE;Cascavel;72.706
CE;Catarina;21.041
CE;Catunda;10.410
CE;Caucaia;368.918
CE;Cedro;25.612
CE;Chaval;13.112
CE;Choró;13.608
CE;Chorozinho;20.286
CE;Coreaú;23.340
CE;Crateús;75.241
CE;Crato;133.913
CE;Croatá;18.201
CE;Cruz;25.121
CE;Deputado Irapuan Pinheiro;9.698
CE;Ereré;7.254
CE;Eusébio;55.035
CE;Farias Brito;19.330
CE;Forquilha;24.680
CE;Fortaleza;2.703.391
CE;Fortim;16.776
CE;Frecheirinha;14.195
CE;General Sampaio;7.767
CE;Graça;14.415
CE;Granja;55.170
CE;Granjeiro;4.784
CE;Groaíras;11.219
CE;Guaiúba;26.508
CE;Guaraciaba do Norte;40.921
CE;Guaramiranga;5.073
CE;Hidrolândia;20.126
CE;Horizonte;69.688
CE;Ibaretama;13.385
CE;Ibiapina;25.165
CE;Ibicuitinga;12.730
CE;Icapuí;20.183
CE;Icó;68.303
CE;Iguatu;103.633
CE;Independência;26.196
CE;Ipaporanga;11.597
CE;Ipaumirim;12.507
CE;Ipu;42.148
CE;Ipueiras;38.064
CE;Iracema;14.351
CE;Irauçuba;24.450
CE;Itaiçaba;7.904
CE;Itaitinga;38.661
CE;Itapajé;53.448
CE;Itapipoca;131.687
CE;Itapiúna;20.653
CE;Itarema;42.595
CE;Itatira;22.018
CE;Jaguaretama;18.133
CE;Jaguaribara;11.580
CE;Jaguaribe;34.592
CE;Jaguaruana;33.960
CE;Jardim;27.187
CE;Jati;8.150
CE;Jijoca de Jericoacoara;20.351
CE;Juazeiro do Norte;278.264
CE;Jucás;24.949
CE;Lavras da Mangabeira;31.476
CE;Limoeiro do Norte;60.232
CE;Madalena;20.031
CE;Maracanaú;230.986
CE;Maranguape;131.677
CE;Marco;27.822
CE;Martinópole;11.407
CE;Massapê;39.341
CE;Mauriti;48.370
CE;Meruoca;15.309
CE;Milagres;27.413
CE;Milhã;13.129
CE;Miraíma;13.965
CE;Missão Velha;35.566
CE;Mombaça;43.917
CE;Monsenhor Tabosa;17.264
CE;Morada Nova;61.590
CE;Moraújo;8.833
CE;Morrinhos;22.830
CE;Mucambo;14.561
CE;Mulungu;11.056
CE;Nova Olinda;15.798
CE;Nova Russas;32.487
CE;Novo Oriente;28.737
CE;Ocara;25.958
CE;Orós;21.342
CE;Pacajus;74.145
CE;Pacatuba;85.647
CE;Pacoti;12.313
CE;Pacujá;6.565
CE;Palhano;9.458
CE;Palmácia;13.553
CE;Paracuru;35.526
CE;Paraipaba;33.232
CE;Parambu;31.391
CE;Paramoti;12.276
CE;Pedra Branca;43.359
CE;Penaforte;9.207
CE;Pentecoste;38.045
CE;Pereiro;16.356
CE;Pindoretama;20.964
CE;Piquet Carneiro;17.210
CE;Pires Ferreira;11.052
CE;Poranga;12.358
CE;Porteiras;14.920
CE;Potengi;11.165
CE;Potiretama;6.455
CE;Quiterianópolis;21.246
CE;Quixadá;88.899
CE;Quixelô;16.116
CE;Quixeramobim;82.455
CE;Quixeré;22.432
CE;Redenção;29.238
CE;Reriutaba;18.279
CE;Russas;79.550
CE;Saboeiro;15.757
CE;Salitre;16.714
CE;Santana do Acaraú;32.851
CE;Santana do Cariri;17.726
CE;Santa Quitéria;43.719
CE;São Benedito;48.354
CE;São Gonçalo do Amarante;49.306
CE;São João do Jaguaribe;7.557
CE;São Luís do Curu;13.086
CE;Senador Pompeu;25.418
CE;Senador Sá;7.758
CE;Sobral;212.437
CE;Solonópole;18.389
CE;Tabuleiro do Norte;32.079
CE;Tamboril;26.199
CE;Tarrafas;8.555
CE;Tauá;59.259
CE;Tejuçuoca;19.551
CE;Tianguá;77.111
CE;Trairi;56.653
CE;Tururu;16.588
CE;Ubajara;35.295
CE;Umari;7.740
CE;Umirim;19.976
CE;Uruburetama;22.223
CE;Uruoca;13.988
CE;Varjota;18.520
CE;Várzea Alegre;41.078
CE;Viçosa do Ceará;61.916
RN;Acari;11.106
RN;Açu;58.743
RN;Afonso Bezerra;11.024
RN;Água Nova;3.293
RN;Alexandria;13.529
RN;Almino Afonso;4.685
RN;Alto do Rodrigues;14.923
RN;Angicos;11.695
RN;Antônio Martins;7.162
RN;Apodi;35.904
RN;Areia Branca;28.156
RN;Arês;14.526
RN;Campo Grande;9.686
RN;Baía Formosa;9.373
RN;Baraúna;29.112
RN;Barcelona;3.989
RN;Bento Fernandes;5.552
RN;Bodó;2.171
RN;Bom Jesus;10.323
RN;Brejinho;12.873
RN;Caiçara do Norte;6.572
RN;Caiçara do Rio do Vento;3.745
RN;Caicó;68.726
RN;Campo Redondo;11.363
RN;Canguaretama;34.814
RN;Caraúbas;20.588
RN;Carnaúba dos Dantas;8.297
RN;Carnaubais;10.972
RN;Ceará-Mirim;74.268
RN;Cerro Corá;11.182
RN;Coronel Ezequiel;5.501
RN;Coronel João Pessoa;4.918
RN;Cruzeta;7.968
RN;Currais Novos;45.022
RN;Doutor Severiano;7.068
RN;Parnamirim;272.490
RN;Encanto;5.697
RN;Equador;6.064
RN;Espírito Santo;10.463
RN;Extremoz;29.282
RN;Felipe Guerra;6.009
RN;Fernando Pedroza;3.081
RN;Florânia;9.772
RN;Francisco Dantas;2.801
RN;Frutuoso Gomes;4.015
RN;Galinhos;2.903
RN;Goianinha;27.004
RN;Governador Dix-Sept Rosado;13.115
RN;Grossos;10.541
RN;Guamaré;16.261
RN;Ielmo Marinho;14.033
RN;Ipanguaçu;15.759
RN;Ipueira;2.264
RN;Itajá;7.641
RN;Itaú;5.916
RN;Jaçanã;9.341
RN;Jandaíra;6.907
RN;Janduís;5.228
RN;Januário Cicco;10.367
RN;Japi;4.935
RN;Jardim de Angicos;2.600
RN;Jardim de Piranhas;15.044
RN;Jardim do Seridó;12.397
RN;João Câmara;35.360
RN;João Dias;2.653
RN;José da Penha;5.941
RN;Jucurutu;18.335
RN;Jundiá;3.945
RN;Lagoa d'Anta;6.851
RN;Lagoa de Pedras;7.624
RN;Lagoa de Velhos;2.732
RN;Lagoa Nova;15.880
RN;Lagoa Salgada;8.348
RN;Lajes;11.410
RN;Lajes Pintadas;4.768
RN;Lucrécia;4.053
RN;Luís Gomes;10.175
RN;Macaíba;82.828
RN;Macau;32.260
RN;Major Sales;4.102
RN;Marcelino Vieira;8.325
RN;Martins;8.790
RN;Maxaranguape;12.714
RN;Messias Targino;4.665
RN;Montanhas;11.166
RN;Monte Alegre;22.698
RN;Monte das Gameleiras;2.063
RN;Mossoró;303.792
RN;Natal;896.708
RN;Nísia Floresta;28.266
RN;Nova Cruz;37.554
RN;Olho d'Água do Borges;4.231
RN;Ouro Branco;4.813
RN;Paraná;4.298
RN;Paraú;3.732
RN;Parazinho;5.307
RN;Parelhas;21.611
RN;Rio do Fogo;10.961
RN;Passa e Fica;13.667
RN;Passagem;3.114
RN;Patu;12.861
RN;Santa Maria;5.689
RN;Pau dos Ferros;30.802
RN;Pedra Grande;3.163
RN;Pedra Preta;2.419
RN;Pedro Avelino;6.591
RN;Pedro Velho;14.881
RN;Pendências;15.411
RN;Pilões;3.900
RN;Poço Branco;15.646
RN;Portalegre;7.944
RN;Porto do Mangue;6.605
RN;Serra Caiada;10.646
RN;Pureza;9.825
RN;Rafael Fernandes;5.158
RN;Rafael Godeiro;3.214
RN;Riacho da Cruz;3.648
RN;Riacho de Santana;4.194
RN;Riachuelo;8.310
RN;Rodolfo Fernandes;4.457
RN;Tibau;4.173
RN;Ruy Barbosa;3.584
RN;Santa Cruz;40.295
RN;Santana do Matos;11.808
RN;Santana do Seridó;2.699
RN;Santo Antônio;24.422
RN;São Bento do Norte;2.687
RN;São Bento do Trairí;4.541
RN;São Fernando;3.606
RN;São Francisco do Oeste;4.281
RN;São Gonçalo do Amarante;104.919
RN;São João do Sabugi;6.221
RN;São José de Mipibu;44.566
RN;São José do Campestre;12.901
RN;São José do Seridó;4.696
RN;São Miguel;23.789
RN;São Miguel do Gostoso;10.441
RN;São Paulo do Potengi;17.858
RN;São Pedro;5.889
RN;São Rafael;8.183
RN;São Tomé;11.051
RN;São Vicente;6.476
RN;Senador Elói de Souza;6.167
RN;Senador Georgino Avelino;4.527
RN;Serra de São Bento;5.739
RN;Serra do Mel;12.225
RN;Serra Negra do Norte;8.105
RN;Serrinha;6.128
RN;Serrinha dos Pintos;4.832
RN;Severiano Melo;1.743
RN;Sítio Novo;5.600
RN;Taboleiro Grande;2.606
RN;Taipu;12.314
RN;Tangará;16.008
RN;Tenente Ananias;10.923
RN;Tenente Laurentino Cruz;6.085
RN;Tibau do Sul;14.694
RN;Timbaúba dos Batistas;2.427
RN;Touros;33.716
RN;Triunfo Potiguar;3.195
RN;Umarizal;10.485
RN;Upanema;14.937
RN;Várzea;5.529
RN;Venha-Ver;4.232
RN;Vera Cruz;12.789
RN;Viçosa;1.731
RN;Vila Flor;3.217
PB;Água Branca;10.375
PB;Aguiar;5.622
PB;Alagoa Grande;28.384
PB;Alagoa Nova;20.992
PB;Alagoinha;14.629
PB;Alcantil;5.527
PB;Algodão de Jandaíra;2.588
PB;Alhandra;19.865
PB;São João do Rio do Peixe;18.020
PB;Amparo;2.264
PB;Aparecida;8.482
PB;Araçagi;16.857
PB;Arara;13.613
PB;Araruna;20.610
PB;Areia;22.493
PB;Areia de Baraúnas;2.105
PB;Areial;7.054
PB;Aroeiras;19.081
PB;Assunção;4.067
PB;Baía da Traição;9.197
PB;Bananeiras;21.220
PB;Baraúna;5.033
PB;Barra de Santana;8.338
PB;Barra de Santa Rosa;15.607
PB;Barra de São Miguel;6.095
PB;Bayeux;97.519
PB;Belém;17.733
PB;Belém do Brejo do Cruz;7.356
PB;Bernardino Batista;3.571
PB;Boa Ventura;5.248
PB;Boa Vista;7.218
PB;Bom Jesus;2.588
PB;Bom Sucesso;4.937
PB;Bonito de Santa Fé;12.126
PB;Boqueirão;17.934
PB;Igaracy;6.092
PB;Borborema;5.311
PB;Brejo do Cruz;14.287
PB;Brejo dos Santos;6.479
PB;Caaporã;22.079
PB;Cabaceiras;5.710
PB;Cabedelo;69.773
PB;Cachoeira dos Índios;10.364
PB;Cacimba de Areia;3.708
PB;Cacimba de Dentro;17.169
PB;Cacimbas;7.225
PB;Caiçara;7.182
PB;Cajazeiras;62.576
PB;Cajazeirinhas;3.217
PB;Caldas Brandão;6.077
PB;Camalaú;6.048
PB;Campina Grande;413.830
PB;Capim;6.715
PB;Caraúbas;4.206
PB;Carrapateira;2.714
PB;Casserengue;7.530
PB;Catingueira;4.938
PB;Catolé do Rocha;30.819
PB;Caturité;4.898
PB;Conceição;19.030
PB;Condado;6.662
PB;Conde;25.341
PB;Congo;4.787
PB;Coremas;15.438
PB;Coxixola;1.948
PB;Cruz do Espírito Santo;17.599
PB;Cubati;7.866
PB;Cuité;20.331
PB;Cuitegi;6.748
PB;Cuité de Mamanguape;6.360
PB;Curral de Cima;5.209
PB;Curral Velho;2.508
PB;Damião;5.409
PB;Desterro;8.332
PB;Vista Serrana;3.850
PB;Diamante;6.506
PB;Dona Inês;10.375
PB;Duas Estradas;3.569
PB;Emas;3.556
PB;Esperança;33.386
PB;Fagundes;11.180
PB;Frei Martinho;2.989
PB;Gado Bravo;8.292
PB;Guarabira;59.389
PB;Gurinhém;14.125
PB;Gurjão;3.477
PB;Ibiara;5.877
PB;Imaculada;11.877
PB;Ingá;18.184
PB;Itabaiana;24.363
PB;Itaporanga;24.960
PB;Itapororoca;18.978
PB;Itatuba;11.069
PB;Jacaraú;14.467
PB;Jericó;7.751
PB;João Pessoa;825.796
PB;Juarez Távora;8.014
PB;Juazeirinho;18.422
PB;Junco do Seridó;7.238
PB;Juripiranga;10.830
PB;Juru;9.831
PB;Lagoa;4.640
PB;Lagoa de Dentro;7.754
PB;Lagoa Seca;27.728
PB;Lastro;2.698
PB;Livramento;7.274
PB;Logradouro;4.406
PB;Lucena;13.344
PB;Mãe d'Água;3.988
PB;Malta;5.745
PB;Mamanguape;45.385
PB;Manaíra;10.988
PB;Marcação;8.746
PB;Mari;21.895
PB;Marizópolis;6.689
PB;Massaranduba;14.077
PB;Mataraca;8.642
PB;Matinhas;4.528
PB;Mato Grosso;2.944
PB;Maturéia;6.690
PB;Mogeiro;13.238
PB;Montadas;5.806
PB;Monte Horebe;4.867
PB;Monteiro;33.638
PB;Mulungu;9.962
PB;Natuba;10.449
PB;Nazarezinho;7.271
PB;Nova Floresta;10.614
PB;Nova Olinda;5.892
PB;Nova Palmeira;5.011
PB;Olho d'Água;6.399
PB;Olivedos;3.989
PB;Ouro Velho;3.052
PB;Parari;1.747
PB;Passagem;2.453
PB;Patos;108.766
PB;Paulista;12.411
PB;Pedra Branca;3.802
PB;Pedra Lavrada;7.954
PB;Pedras de Fogo;28.607
PB;Piancó;16.147
PB;Picuí;18.737
PB;Pilar;12.036
PB;Pilões;6.518
PB;Pilõezinhos;4.937
PB;Pirpirituba;10.590
PB;Pitimbu;19.478
PB;Pocinhos;18.848
PB;Poço Dantas;3.877
PB;Poço de José de Moura;4.366
PB;Pombal;32.803
PB;Prata;4.265
PB;Princesa Isabel;23.749
PB;Puxinanã;13.801
PB;Queimadas;44.388
PB;Quixaba;2.009
PB;Remígio;19.973
PB;Pedro Régis;6.139
PB;Riachão;3.650
PB;Riachão do Bacamarte;4.562
PB;Riachão do Poço;4.571
PB;Riacho de Santo Antônio;1.999
PB;Riacho dos Cavalos;8.555
PB;Rio Tinto;24.258
PB;Salgadinho;3.975
PB;Salgado de São Félix;12.123
PB;Santa Cecília;6.526
PB;Santa Cruz;6.579
PB;Santa Helena;5.853
PB;Santa Inês;3.591
PB;Santa Luzia;15.470
PB;Santana de Mangueira;5.098
PB;Santana dos Garrotes;6.942
PB;Joca Claudino;2.640
PB;Santa Rita;138.093
PB;Santa Teresinha;4.550
PB;Santo André;2.496
PB;São Bento;34.650
PB;São Bentinho;4.602
PB;São Domingos do Cariri;2.645
PB;São Domingos;3.119
PB;São Francisco;3.377
PB;São João do Cariri;4.170
PB;São João do Tigre;4.408
PB;São José da Lagoa Tapada;7.622
PB;São José de Caiana;6.394
PB;São José de Espinharas;4.631
PB;São José dos Ramos;6.037
PB;São José de Piranhas;20.406
PB;São José de Princesa;3.898
PB;São José do Bonfim;3.619
PB;São José do Brejo do Cruz;1.821
PB;São José do Sabugi;4.153
PB;São José dos Cordeiros;3.607
PB;São Mamede;7.682
PB;São Miguel de Taipu;7.450
PB;São Sebastião de Lagoa de Roça;11.793
PB;São Sebastião do Umbuzeiro;3.534
PB;Sapé;52.977
PB;São Vicente do Seridó;10.919
PB;Serra Branca;13.807
PB;Serra da Raiz;3.114
PB;Serra Grande;2.921
PB;Serra Redonda;7.001
PB;Serraria;6.037
PB;Sertãozinho;5.152
PB;Sobrado;7.845
PB;Solânea;26.051
PB;Soledade;15.211
PB;Sossêgo;3.631
PB;Sousa;69.997
PB;Sumé;17.096
PB;Tacima;11.024
PB;Taperoá;15.505
PB;Tavares;14.791
PB;Teixeira;15.333
PB;Tenório;3.103
PB;Triunfo;9.473
PB;Uiraúna;15.356
PB;Umbuzeiro;9.914
PB;Várzea;2.870
PB;Vieirópolis;5.395
PB;Zabelê;2.269
PE;Abreu e Lima;100.698
PE;Afogados da Ingazeira;37.546
PE;Afrânio;19.981
PE;Agrestina;25.240
PE;Água Preta;37.386
PE;Águas Belas;43.923
PE;Alagoinha;14.798
PE;Aliança;38.408
PE;Altinho;22.996
PE;Amaraji;22.910
PE;Angelim;11.301
PE;Araçoiaba;20.936
PE;Araripina;85.301
PE;Arcoverde;75.295
PE;Barra de Guabiraba;14.632
PE;Barreiros;42.866
PE;Belém de Maria;12.169
PE;Belém do São Francisco;20.730
PE;Belo Jardim;76.930
PE;Betânia;12.811
PE;Bezerros;60.960
PE;Bodocó;38.605
PE;Bom Conselho;48.975
PE;Bom Jardim;40.038
PE;Bonito;38.101
PE;Brejão;8.981
PE;Brejinho;7.489
PE;Brejo da Madre de Deus;51.696
PE;Buenos Aires;13.224
PE;Buíque;59.448
PE;Cabo de Santo Agostinho;210.796
PE;Cabrobó;34.778
PE;Cachoeirinha;20.618
PE;Caetés;29.065
PE;Calçado;10.983
PE;Calumbi;5.744
PE;Camaragibe;159.945
PE;Camocim de São Félix;19.032
PE;Camutanga;8.592
PE;Canhotinho;24.743
PE;Capoeiras;20.048
PE;Carnaíba;19.666
PE;Carnaubeira da Penha;13.117
PE;Carpina;85.131
PE;Caruaru;369.343
PE;Casinhas;14.395
PE;Catende;43.778
PE;Cedro;11.972
PE;Chã de Alegria;13.641
PE;Chã Grande;21.929
PE;Condado;26.755
PE;Correntes;18.327
PE;Cortês;12.543
PE;Cumaru;9.494
PE;Cupira;24.237
PE;Custódia;37.633
PE;Dormentes;19.246
PE;Escada;69.701
PE;Exu;31.709
PE;Feira Nova;22.360
PE;Fernando de Noronha;3.140
PE;Ferreiros;12.216(15)
PE;Flores;22.612
PE;Floresta;33.488
PE;Frei Miguelinho;15.633
PE;Gameleira;31.578
PE;Garanhuns;141.347
PE;Glória do Goitá;30.847
PE;Goiana;80.345
PE;Granito;7.586
PE;Gravatá;85.309
PE;Iati;19.284
PE;Ibimirim;29.585
PE;Ibirajuba;7.773
PE;Igarassu;119.690
PE;Iguaracy;12.265
PE;Inajá;24.034
PE;Ingazeira;4.537
PE;Ipojuca;99.101
PE;Ipubi;31.515
PE;Itacuruba;5.013
PE;Itaíba;26.268
PE;Ilha de Itamaracá;27.076
PE;Itambé;36.495
PE;Itapetim;13.492
PE;Itapissuma;27.144
PE;Itaquitinga;17.056
PE;Jaboatão dos Guararapes;711.330
PE;Jaqueira;11.632
PE;Jataúba;17.305
PE;Jatobá;14.904
PE;João Alfredo;33.570
PE;Joaquim Nabuco;15.999
PE;Jucati;11.545
PE;Jupi;15.007
PE;Jurema;15.483
PE;Lagoa do Carro;18.429
PE;Lagoa de Itaenga;21.490
PE;Lagoa do Ouro;13.300
PE;Lagoa dos Gatos;16.345
PE;Lagoa Grande;26.090
PE;Lajedo;40.883
PE;Limoeiro;56.149
PE;Macaparana;25.565
PE;Machados;16.549
PE;Manari;22.110
PE;Maraial;11.098
PE;Mirandiba;15.548
PE;Moreno;63.792
PE;Nazaré da Mata;32.673
PE;Olinda;393.734
PE;Orobó;23.985
PE;Orocó;15.309
PE;Ouricuri;70.466
PE;Palmares;63.745
PE;Palmeirina;7.509
PE;Panelas;26.438
PE;Paranatama;11.608
PE;Parnamirim;22.198
PE;Passira;28.856
PE;Paudalho;57.346
PE;Paulista;336.919
PE;Pedra;22.716
PE;Pesqueira;68.067
PE;Petrolândia;37.246
PE;Petrolina;359.372
PE;Poção;11.308
PE;Pombos;27.204
PE;Primavera;15.231
PE;Quipapá;26.309
PE;Quixaba;6.796
PE;Recife;1.661.017
PE;Riacho das Almas;20.744
PE;Ribeirão;47.813
PE;Rio Formoso;23.719
PE;Sairé;9.600
PE;Salgadinho;11.214
PE;Salgueiro;61.561
PE;Saloá;15.880
PE;Sanharó;27.308
PE;Santa Cruz;15.713
PE;Santa Cruz da Baixa Verde;12.708
PE;Santa Cruz do Capibaribe;111.812
PE;Santa Filomena;14.645
PE;Santa Maria da Boa Vista;42.266
PE;Santa Maria do Cambucá;14.308
PE;Santa Terezinha;11.914
PE;São Benedito do Sul;16.239
PE;São Bento do Una;60.567
PE;São Caitano;37.488
PE;São João;23.002
PE;São Joaquim do Monte;21.439
PE;São José da Coroa Grande;21.868
PE;São José do Belmonte;34.082
PE;São José do Egito;34.210
PE;São Lourenço da Mata;114.910
PE;São Vicente Férrer;18.150
PE;Serra Talhada;87.467
PE;Serrita;19.226
PE;Sertânia;36.189
PE;Sirinhaém;46.845
PE;Moreilândia;11.269
PE;Solidão;6.034
PE;Surubim;66.192
PE;Tabira;28.860
PE;Tacaimbó;12.843
PE;Tacaratu;26.439
PE;Tamandaré;23.852
PE;Taquaritinga do Norte;29.472
PE;Terezinha;7.227
PE;Terra Nova;10.314
PE;Timbaúba;52.587
PE;Toritama;47.088
PE;Tracunhaém;13.856
PE;Trindade;31.103
PE;Triunfo;15.232
PE;Tupanatinga;27.793
PE;Tuparetama;8.266
PE;Venturosa;18.835
PE;Verdejante;9.572
PE;Vertente do Lério;7.526
PE;Vertentes;21.172
PE;Vicência;32.897
PE;Vitória de Santo Antão;140.389
PE;Xexéu;14.789
AL;Água Branca;20.263
AL;Anadia;17.507
AL;Arapiraca;234.309
AL;Atalaia;47.540
AL;Barra de Santo Antônio;16.201
AL;Barra de São Miguel;8.434
AL;Batalha;18.440
AL;Belém;4.226
AL;Belo Monte;6.717
AL;Boca da Mata;27.429
AL;Branquinha;10.426
AL;Cacimbinhas;10.920
AL;Cajueiro;21.397
AL;Campestre;6.972
AL;Campo Alegre;57.997
AL;Campo Grande;9.576
AL;Canapi;17.715
AL;Capela;16.907
AL;Carneiros;9.568
AL;Chã Preta;7.311
AL;Coité do Nóia;10.594
AL;Colônia Leopoldina;21.935
AL;Coqueiro Seco;5.882
AL;Coruripe;57.647
AL;Craíbas;24.396
AL;Delmiro Gouveia;52.501
AL;Dois Riachos;11.059
AL;Estrela de Alagoas;18.304
AL;Feira Grande;22.192
AL;Feliz Deserto;4.803
AL;Flexeiras;12.823
AL;Girau do Ponciano;41.549
AL;Ibateguara;15.637
AL;Igaci;25.596
AL;Igreja Nova;24.670
AL;Inhapi;18.398
AL;Jacaré dos Homens;5.185
AL;Jacuípe;6.992
AL;Japaratinga;8.444
AL;Jaramataia;5.751
AL;Jequiá da Praia;11.495
AL;Joaquim Gomes;24.167
AL;Jundiá;4.119
AL;Junqueiro;24.716
AL;Lagoa da Canoa;17.692
AL;Limoeiro de Anadia;28.904
AL;Maceió;1.031.597
AL;Major Isidoro;19.923
AL;Maragogi;33.351
AL;Maravilha;8.850
AL;Marechal Deodoro;52.848
AL;Maribondo;13.123
AL;Mar Vermelho;3.474
AL;Mata Grande;25.200
AL;Matriz de Camaragibe;24.627
AL;Messias;18.201
AL;Minador do Negrão;5.315
AL;Monteirópolis;7.171
AL;Murici;28.428
AL;Novo Lino;12.837
AL;Olho d'Água das Flores;21.690
AL;Olho d'Água do Casado;9.507
AL;Olho d'Água Grande;5.133
AL;Olivença;11.681
AL;Ouro Branco;11.573
AL;Palestina;5.061
AL;Palmeira dos Índios;73.452
AL;Pão de Açúcar;24.307
AL;Pariconha;10.546
AL;Paripueira;13.484
AL;Passo de Camaragibe;15.270
AL;Paulo Jacinto;7.556
AL;Penedo;64.005
AL;Piaçabuçu;17.868
AL;Pilar;35.310
AL;Pindoba;2.903
AL;Piranhas;25.324
AL;Poço das Trincheiras;14.447
AL;Porto Calvo;27.331
AL;Porto de Pedras;7.618
AL;Porto Real do Colégio;20.158
AL;Quebrangulo;11.202
AL;Rio Largo;75.662
AL;Roteiro;6.634
AL;Santa Luzia do Norte;7.344
AL;Santana do Ipanema;47.910
AL;Santana do Mundaú;10.637
AL;São Brás;6.977
AL;São José da Laje;24.064
AL;São José da Tapera;32.462
AL;São Luís do Quitunde;34.825
AL;São Miguel dos Campos;62.328
AL;São Miguel dos Milagres;8.073
AL;São Sebastião;34.424
AL;Satuba;14.042
AL;Senador Rui Palmeira;13.893
AL;Tanque d'Arca;6.115
AL;Taquarana;20.162
AL;Teotônio Vilela;44.570
AL;Traipu;27.934
AL;União dos Palmares;65.963
AL;Viçosa;25.655
SE;Amparo do São Francisco;2.386
SE;Aquidabã;21.796
SE;Aracaju;672.614
SE;Arauá;9.840
SE;Areia Branca;18.825
SE;Barra dos Coqueiros;31.439
SE;Boquim;26.980
SE;Brejo Grande;8.396
SE;Campo do Brito;18.325
SE;Canhoba;4.003
SE;Canindé de São Francisco;30.894
SE;Capela;34.808
SE;Carira;22.393
SE;Carmópolis;17.232
SE;Cedro de São João;5.929
SE;Cristinápolis;18.181
SE;Cumbe;4.008
SE;Divina Pastora;5.290
SE;Estância;69.919
SE;Feira Nova;5.617
SE;Frei Paulo;15.688
SE;Gararu;11.599
SE;General Maynard;3.421
SE;Gracho Cardoso;5.831
SE;Ilha das Flores;8.522
SE;Indiaroba;18.337
SE;Itabaiana;96.839
SE;Itabaianinha;42.399
SE;Itabi;4.869
SE;Itaporanga d'Ajuda;35.054
SE;Japaratuba;19.067
SE;Japoatã;13.422
SE;Lagarto;106.015
SE;Laranjeiras;30.327
SE;Macambira;7.002
SE;Malhada dos Bois;3.715
SE;Malhador;12.689
SE;Maruim;17.328
SE;Moita Bonita;11.361
SE;Monte Alegre de Sergipe;15.315
SE;Muribeca;7.653
SE;Neópolis;18.688
SE;Nossa Senhora Aparecida;8.822
SE;Nossa Senhora da Glória;37.715
SE;Nossa Senhora das Dores;26.957
SE;Nossa Senhora de Lourdes;6.509
SE;Nossa Senhora do Socorro;187.733
SE;Pacatuba;14.650
SE;Pedra Mole;3.309
SE;Pedrinhas;9.727
SE;Pinhão;6.678
SE;Pirambu;9.436
SE;Poço Redondo;35.461
SE;Poço Verde;24.003
SE;Porto da Folha;28.788
SE;Propriá;29.756
SE;Riachão do Dantas;19.813
SE;Riachuelo;10.354
SE;Ribeirópolis;18.891
SE;Rosário do Catete;11.158
SE;Salgado;20.051
SE;Santa Luzia do Itanhy;14.205
SE;Santana do São Francisco;7.906
SE;Santa Rosa de Lima;3.933
SE;Santo Amaro das Brotas;12.200
SE;São Cristóvão;92.090
SE;São Domingos;11.276
SE;São Francisco;3.837
SE;São Miguel do Aleixo;3.964
SE;Simão Dias;40.724
SE;Siriri;9.046
SE;Telha;3.271
SE;Tobias Barreto;52.861
SE;Tomar do Geru;13.534
SE;Umbaúba;25.800
BA;Abaíra;8.681
BA;Abaré;20.594
BA;Acajutiba;15.214
BA;Adustina;17.209
BA;Água Fria;17.096
BA;Érico Cardoso;10.513
BA;Aiquara;4.387
BA;Alagoinhas;153.023
BA;Alcobaça;22.509
BA;Almadina;5.273
BA;Amargosa;37.631
BA;Amélia Rodrigues;24.997
BA;América Dourada;16.086
BA;Anagé;21.229
BA;Andaraí;13.122
BA;Andorinha;14.416
BA;Angical;13.902
BA;Anguera;11.369
BA;Antas;19.659
BA;Antônio Cardoso;11.670
BA;Antônio Gonçalves;11.955
BA;Aporá;17.840
BA;Apuarema;7.274
BA;Aracatu;12.960
BA;Araçás;12.237
BA;Araci;54.903
BA;Aramari;11.519
BA;Arataca;10.904
BA;Aratuípe;8.848
BA;Aurelino Leal;11.079
BA;Baianópolis;13.979
BA;Baixa Grande;20.431
BA;Banzaê;13.251
BA;Barra;54.225
BA;Barra da Estiva;20.198
BA;Barra do Choça;30.831
BA;Barra do Mendes;13.128
BA;Barra do Rocha;5.515
BA;Barreiras;158.432
BA;Barro Alto;15.171
BA;Barrocas;16.225
BA;Barro Preto;5.312
BA;Belmonte;23.540
BA;Belo Campo;17.013
BA;Biritinga;15.989
BA;Boa Nova;12.039
BA;Boa Vista do Tupim;18.491
BA;Bom Jesus da Lapa;70.151
BA;Bom Jesus da Serra;9.768
BA;Boninal;14.518
BA;Bonito;16.999
